abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Vivek Ramaswamy Has a Different Vision for Trumpism From JD Vance,https://www.nytimes.com/video/opinion/100000009788925/vivek-ramaswamy-has-a-different-vision-for-trumpism-from-jd-vance.html,Vivek Ramaswamy Has a Different Vision for Trumpism From JD Vance,Vivek Ramaswamy Has a Different Vision for Trumpism From JD Vance,The New York Times,,,2024-10-29T02:54:58+0000,multimedia,,Opinion,Video,nyt://video/b4bc6b44-1594-5355-acd5-0d005806c7d8,0,nyt://video/b4bc6b44-1594-5355-acd5-0d005806c7d8,NA,NA,NA,Vivek Ramaswamy Has a Different Vision for Trumpism From JD Vance,NA,NA,,NA,NA,NA,,,NA
The writing utensils figured prominently in conspiracy theories in previous elections. But they’re often fine to use on paper ballots.,https://www.nytimes.com/2024/10/28/technology/voter-fraud-poll-workers-sharpie.html,The writing utensils figured prominently in conspiracy theories in previous elections. But they’re often fine to use on paper ballots.,"Some people have falsely claimed that election workers have provided Sharpies, markers or other writing utensils to certain voters in an attempt to somehow invalidate their ballots.",The New York Times,,,2024-10-29T03:04:52+0000,article,Business,Technology,News,nyt://article/b22e9a56-7145-5c6a-b918-af86e34ff25e,299,nyt://article/b22e9a56-7145-5c6a-b918-af86e34ff25e,NA,NA,NA,"No, poll workers aren’t handing out Sharpies to invalidate ballots.",Debunking Claims of Voter Fraud,NA,,NA,NA,NA,By Stuart A. Thompson,,NA
Studies have shown that noncitizen voting is essentially nonexistent in federal elections in the United States.,https://www.nytimes.com/2024/10/28/technology/noncitizen-voting-election.html,Studies have shown that noncitizen voting is essentially nonexistent in federal elections in the United States.,Former President Donald J. Trump and his allies have falsely claimed that scores of noncitizens — including illegal immigrants — are voting or trying to vote in the United States presidential elections.,The New York Times,,,2024-10-29T03:04:53+0000,article,Business,Technology,News,nyt://article/cdfb1f2b-78d1-5fd1-997c-563eafdfbc75,463,nyt://article/cdfb1f2b-78d1-5fd1-997c-563eafdfbc75,NA,NA,NA,"No, noncitizens are not voting in droves.",Debunking Claims of Voter Fraud,NA,,NA,NA,NA,By Stuart A. Thompson,,NA
"Eight years after Russia interfered in the 2016 presidential election, foreign influence with American voters has grown more sophisticated. That could have outsize consequences in the 2024 race.",https://www.nytimes.com/2024/10/29/technology/election-interference-russia-china-iran.html,"Eight years after Russia interfered in the 2016 presidential election, foreign influence with American voters has grown more sophisticated. That could have outsize consequences in the 2024 race.","When Russia interfered in the 2016 U.S. presidential election, spreading divisive and inflammatory posts online to stoke outrage, its posts were brash and riddled with spelling errors and strange syntax. They were designed to get attention by any means necessary.",The New York Times,,,2024-10-29T04:00:08+0000,article,Business,Technology,News,nyt://article/55456924-7ff1-585c-b62c-d530637bb1f3,1614,nyt://article/55456924-7ff1-585c-b62c-d530637bb1f3,B,1,NA,"How Russia, China and Iran Are Interfering in the Presidential Election",NA,NA,"How Russia, China and Iran Are Interfering in the U.S. Election",NA,NA,NA,"By Sheera Frenkel, Tiffany Hsu and Steven Lee Myers",,NA
"The band, Varihnaz, has gained fans by offering an alternative to China’s hyper-polished, fast-paced modern life, with songs about pesticides and poultry raising.",https://www.nytimes.com/2024/10/29/world/asia/china-farmers-rock-band.html,"The band, Varihnaz, has gained fans by offering an alternative to China’s hyper-polished, fast-paced modern life, with songs about pesticides and poultry raising.","Before setting out on his band’s first national tour, before recording another album and before appearing on a major television network, Ba Nong had one task: finishing the summer harvest.",The New York Times,,,2024-10-29T04:01:39+0000,article,Foreign,World,News,nyt://article/19d29e66-47c6-549d-bff7-86f8cdec1be0,1393,nyt://article/19d29e66-47c6-549d-bff7-86f8cdec1be0,A,1,Asia Pacific,"Part-Time Farmers, Part-Time Rock Stars: A Chinese Band’s Unlikely Rise",The Global Profile,NA,A Rocker on the Rise in China  Keeps His Roots in the Ground,NA,NA,NA,By Vivian Wang,,NA
The island’s Catholic archbishop also wrote a letter to Donald Trump condemning a racist comedy routine during his Madison Square Garden rally.,https://www.nytimes.com/2024/10/29/us/politics/puerto-rico-gop-chairman-trump-msg.html,The island’s Catholic archbishop also wrote a letter to Donald Trump condemning a racist comedy routine during his Madison Square Garden rally.,Puerto Rico’s Republican Party chairman said on Monday that he would withhold his support from former President Donald J. Trump unless he apologized for racist remarks that an insult comic made about the U.S. territory on Sunday during Mr. Trump’s rally at Madison Square Garden.,The New York Times,,,2024-10-29T04:28:21+0000,article,Politics,U.S.,News,nyt://article/4d921eb9-405c-5f41-addc-bc4ee24f1f1a,385,nyt://article/4d921eb9-405c-5f41-addc-bc4ee24f1f1a,NA,NA,Politics,Puerto Rico’s G.O.P. Chairman Demands Apology From Trump for Comic’s Remarks,NA,NA,,NA,NA,NA,By Neil Vigdor,,NA
The group participants discuss the state of the race and what may drive them toward a given candidate.,https://www.nytimes.com/interactive/2024/10/29/opinion/focus-group-michigan-voters.html,The group participants discuss the state of the race and what may drive them toward a given candidate.,The group participants discuss the state of the race and what may drive them toward a given candidate.,The New York Times,,,2024-10-29T05:00:01+0000,multimedia,Opinion,Opinion,Interactive Feature,nyt://interactive/48e4edfa-7751-5148-81f2-38a3707379fc,0,nyt://interactive/48e4edfa-7751-5148-81f2-38a3707379fc,NA,NA,NA,Why Trump Has an Edge With These 11 Michigan Voters — Even Though They Don’t Like Him,NA,NA,,NA,NA,NA,"By Patrick Healy, Adrian J. Rivera and Kristen Soltis Anderson",,NA
"When the world as we know it ends in films and on television, newspapers are often used to convey what was known in those final days.",https://www.nytimes.com/2024/10/29/movies/horror-zombie-movie-newspapers.html,"When the world as we know it ends in films and on television, newspapers are often used to convey what was known in those final days.","Alien invasions, viruses, zombies, meteors, natural or human-caused catastrophes. When the end is nigh in apocalyptic, dystopian, disaster or horror films and television shows, there is often a distinct moment that offers audiences a glimpse of what was known in those last days before civilization was forever changed: the front pages of newspapers.",The New York Times,,,2024-10-29T09:00:53+0000,article,Culture,Movies,News,nyt://article/8bc3af6d-5e9e-5e07-8d4d-40eb4f037927,980,nyt://article/8bc3af6d-5e9e-5e07-8d4d-40eb4f037927,C,5,NA,"Extra Extra!The End Times, Onscreen",NA,NA,"Extra! Extra! The End Times, Onscreen",NA,NA,NA,By Maya Salam,,NA
The New York Times unearthed transcripts from Kamala Harris’s years as a prosecutor. Her approach during trials offers hints about how she will make her final case to voters.,https://www.nytimes.com/2024/10/29/us/harris-speech-closing-arguments-transcripts.html,The New York Times unearthed transcripts from Kamala Harris’s years as a prosecutor. Her approach during trials offers hints about how she will make her final case to voters.,Vice President Kamala Harris gave a speech on Tuesday in Washington that she billed as the closing argument of her presidential campaign.,The New York Times,,,2024-10-29T09:01:07+0000,article,National,U.S.,News,nyt://article/2001af2e-25a2-5071-bfbc-8741a8c8ad0d,1822,nyt://article/2001af2e-25a2-5071-bfbc-8741a8c8ad0d,NA,NA,NA,How Will Harris Make a Last Plea to Voters? Here Are Clues From the Courtroom.,NA,NA,Methods Harris Used In Court Offer a Window Into Her Closing Pitch ,NA,NA,NA,"By Soumya Karlamangla, Tim Arango and Alena Cerro",,NA
"Perhaps more than any other federal agency, the one responsible for protecting air, water and public health is a target for Donald Trump and his allies.",https://www.nytimes.com/2024/10/29/climate/epa-trump-election.html,"Perhaps more than any other federal agency, the one responsible for protecting air, water and public health is a target for Donald Trump and his allies.","The Environmental Protection Agency has largely recovered from many of the staff exits and budget cuts that occurred during the Trump administration and, in some ways, has swiftly rebounded.",The New York Times,,,2024-10-29T09:01:44+0000,article,Climate,Climate,News,nyt://article/490d7235-26b1-5a74-aeaf-9c05acbbfd3e,1964,nyt://article/490d7235-26b1-5a74-aeaf-9c05acbbfd3e,NA,NA,NA,"E.P.A., Just Rebounding From Trump Years, Faces an Uncertain Future",NA,NA,,NA,NA,NA,By Lisa Friedman,,NA
"Nearly every team at The Times has some hand in election coverage. Journalists from the Styles, Culture, Business and National desks shared how they’re tackling the moment.",https://www.nytimes.com/2024/10/29/insider/how-election-coverage-extends-beyond-politics.html,"Nearly every team at The Times has some hand in election coverage. Journalists from the Styles, Culture, Business and National desks shared how they’re tackling the moment.","Election Day is seven days away. Every day of the countdown,  Times Insider will share an article about how our election coverage works. Today, journalists from across the newsroom discuss how the political conversation affects their beat.",The New York Times,,,2024-10-29T09:02:19+0000,article,Insider,Times Insider,News,nyt://article/f15b792c-d414-59f2-9860-9c5f2c93191e,865,nyt://article/f15b792c-d414-59f2-9860-9c5f2c93191e,A,2,NA,How Election Coverage Extends Beyond Politics,NA,NA,How Election Coverage Extends Beyond Politics,NA,NA,NA,By Times Insider Staff,,NA
"Look at trends, not anecdotes.",https://www.nytimes.com/2024/10/29/opinion/trump-national-decline-data.html,"Look at trends, not anecdotes.","Narratives of national decline have intensified in recent years. Most prominent, of course, is Donald Trump’s vow to “make America great again,” in response to what he has called “a nation that is dying.” But there is also doomsaying on the far left, which sees a “late-stage capitalist hellscape” (to quote the journalist Taylor Lorenz) and is often resigned to voting in protest for a long-shot candidate or sitting out the election altogether.",The New York Times,,,2024-10-29T09:02:36+0000,article,OpEd,Opinion,Op-Ed,nyt://article/8105fe41-9eae-558a-b5cd-2c3113c0683f,2043,nyt://article/8105fe41-9eae-558a-b5cd-2c3113c0683f,NA,NA,NA,Trump Says the Country Is ‘Dying.’ The Data Says Otherwise.,Guest Essay,NA,,NA,NA,NA,By Steven Pinker,,NA
Declaring a winner may take some time.,https://www.nytimes.com/2024/10/29/opinion/election-night-trump-harris.html,Declaring a winner may take some time.,Get ready for a long election night — or nights.,The New York Times,,,2024-10-29T09:02:40+0000,article,OpEd,Opinion,Op-Ed,nyt://article/3d3b3533-2cd5-53e1-a379-34697dcbdc4c,1244,nyt://article/3d3b3533-2cd5-53e1-a379-34697dcbdc4c,A,24,NA,I’ve Been Through a Lot of Election Nights. Here’s How Nov. 5 May Go.,Guest Essay,NA,What We Might Know (and Not Know) on Election Night,NA,NA,NA,By Ben Ginsberg,,NA
"What’s the strategy of Democrats in U.S. Senate races in red and purple states? David Leonhardt, a senior writer at The New York Times who runs The Morning daily newsletter, looks at their ads.",https://www.nytimes.com/video/us/politics/100000009776482/what-we-learned-from-democrats-ads-for-senate.html,"What’s the strategy of Democrats in U.S. Senate races in red and purple states? David Leonhardt, a senior writer at The New York Times who runs The Morning daily newsletter, looks at their ads.","What’s the strategy of Democrats in U.S. Senate races in red and purple states? David Leonhardt, a senior writer at The New York Times who runs The Morning daily newsletter, looks at their ads.",The New York Times,,,2024-10-29T09:03:18+0000,multimedia,,U.S.,Video,nyt://video/4f78c2b9-59ad-5a9b-845b-5378eaf1a084,0,nyt://video/4f78c2b9-59ad-5a9b-845b-5378eaf1a084,NA,NA,Politics,What We Learned From Democrats’ Ads for Senate,NA,NA,,NA,NA,NA,"By David Leonhardt, Gabriel Blanco, David Seekamp, Farah Otero-Amad, Laura Salaberry and David Jouppi",,NA
"Dayenu, a nonprofit group, is mobilizing Jews around a threat that organizers warn every walk of life on earth must confront: climate change.",https://www.nytimes.com/2024/10/29/climate/climate-jews-dayenu-election.html,"Dayenu, a nonprofit group, is mobilizing Jews around a threat that organizers warn every walk of life on earth must confront: climate change.","Last week, dozens of Jewish volunteers gathered on a Zoom call to prepare to call voters for a get-out-the vote campaign called Chutzpah 2024.",The New York Times,,,2024-10-29T09:03:47+0000,article,Climate,Climate,News,nyt://article/926f00c7-239b-5e0e-be63-8499d5aaa9f4,919,nyt://article/926f00c7-239b-5e0e-be63-8499d5aaa9f4,NA,NA,NA,"In a Decisive Election, a Jewish Group Focuses on Climate Voters",NA,NA,,NA,NA,NA,By Cara Buckley,,NA
